player_fitness,enemy_fitness,weight_adjustment,token,created_at
0.2483,0.05235102,0.1156471,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:52:05 UTC
0.2588,0.04971524,0.128,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:52:10 UTC
0.2672,0.05250275,0.1378823,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:52:15 UTC
0.2596692,0.06052579,0.1290226,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:52:20 UTC
0.2755941,0.05340702,0.1477578,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:52:25 UTC
0.2786941,0.05354012,0.1514048,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:52:30 UTC
0.2937952,0.06331474,0.1691709,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:52:35 UTC
0.3083846,0.07737327,0.1863348,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:52:40 UTC
0.312575,0.09216616,0.1912647,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:52:45 UTC
0.3286727,0.1166732,0.2102032,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:52:50 UTC
0.3432273,0.1332403,0.2273262,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:52:55 UTC
0.3583563,0.1682535,0.245125,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:53:00 UTC
0.3838651,0.1982653,0.2751354,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:53:05 UTC
0.380737,0.2407978,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:53:10 UTC
0.3908038,0.2397917,0.2832986,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:53:15 UTC
0.4030179,0.3456314,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:53:20 UTC
0.4178405,0.3741956,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:53:25 UTC
0.4358658,0.3482882,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:53:30 UTC
0.4468431,0.3469853,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:53:35 UTC
0.4644844,0.3323908,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:53:40 UTC
0.50226,0.3543516,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:53:45 UTC
0.5292341,0.3177485,0.4461577,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:53:50 UTC
0.5367041,0.4479072,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:53:55 UTC
0.5713805,0.4593398,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:54:00 UTC
0.584392,0.4697778,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:54:05 UTC
0.6319566,0.5077393,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:54:10 UTC
0.6491538,0.472558,0.5872398,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:54:15 UTC
0.6930867,0.7549579,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:54:20 UTC
0.7347349,0.7863328,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:54:25 UTC
0.7794431,0.7504412,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:54:30 UTC
0.8085051,0.7172706,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:54:35 UTC
0.8515661,0.7043533,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:54:40 UTC
0.8857664,0.7406344,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:54:45 UTC
